id,car_name,brand,model,new_price,min_cost_price,max_cost_price,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
10706,Tata Indica,Tata,Indica,,,,4,10000,Individual,Diesel,Manual,25,1396,69,5,200000
10707,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,,,,7,93000,Dealer,Diesel,Automatic,12,2987,224,7,3450000
10708,Maruti Ciaz,Maruti,Ciaz,,,,1,1685,Individual,Petrol,Manual,20.65,1462,103.25,5,810000
10709,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.26-7.01 Lakh*,526000,701000,4,35000,Dealer,Petrol,Manual,21.79,998,67.05,5,350000
10710,Maruti Baleno,Maruti,Baleno,,,,4,98521,Dealer,Diesel,Manual,27.39,1248,74,5,650000
10711,Honda WR-V,Honda,WR-V,New Car (On-Road Price) : Rs.11.24-12.77 Lakh*,1124000,1277000,4,69700,Dealer,Diesel,Manual,25.5,1498,98.6,5,775000
10712,Skoda Rapid,Skoda,Rapid,,,,7,87232,Dealer,Diesel,Manual,20.5,1598,103.5,5,260000
10713,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.57-12.56 Lakh*,757000,1256000,10,31280,Dealer,Petrol,Manual,18.6,1197,81.83,5,150000
10714,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.11.06-19.09 Lakh*,1106000,1909000,5,50000,Individual,Diesel,Manual,19.67,1582,126.2,5,960000
10715,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.13-8.90 Lakh*,613000,890000,11,75000,Individual,Petrol,Manual,16.1,1197,85,5,250000
10716,Ford Aspire,Ford,Aspire,New Car (On-Road Price) : Rs.9.69-10.09 Lakh*,969000,1009000,3,15850,Dealer,Diesel,Manual,26.1,1498,99.23,5,690000
10717,Maruti Baleno,Maruti,Baleno,,,,5,479000,Dealer,Diesel,Manual,27.39,1248,74,5,479000
10718,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.21-22.76 Lakh*,1621000,2276000,4,35000,Individual,Diesel,Manual,16,2179,140,7,1100000
10719,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.38-4.57 Lakh*,338000,457000,6,20000,Individual,Petrol,Manual,22.74,796,47.3,5,230000
10720,Maruti Ertiga,Maruti,Ertiga,New Car (On-Road Price) : Rs.8.55-11.67 Lakh*,855000,1167000,2,7000,Individual,Petrol,Manual,19.34,1462,103,7,850000
10721,Tata Indigo,Tata,Indigo,,,,7,100000,Individual,Diesel,Manual,25,1396,69.01,5,372000
10722,Toyota Innova,Toyota,Innova,,,,6,169000,Individual,Diesel,Manual,12.99,2494,100.6,7,1200000
10723,Hyundai EON,Hyundai,EON,,,,3,30000,Individual,Petrol,Manual,21.1,814,55.2,5,300000
10724,Mahindra Quanto,Mahindra,Quanto,,,,9,51000,Individual,Diesel,Manual,17.21,1493,100,7,350000
10725,BMW 3,BMW,3,,,,4,35000,Individual,Diesel,Automatic,21.76,1995,188,5,3100000
10726,Maruti Vitara,Maruti,Vitara,,,,2,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,810000
10727,Hyundai i10,Hyundai,i10,,,,8,47000,Dealer,Petrol,Manual,20.36,1197,78.9,5,250000
10728,Tata Tigor,Tata,Tigor,,,,4,13230,Individual,Petrol,Manual,20.3,1199,84,5,520000
10729,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.46-7.23 Lakh*,546000,723000,14,60000,Individual,Petrol,Manual,17.3,1061,64,5,120000
10730,Maruti Swift,Maruti,Swift,,,,8,80000,Dealer,Diesel,Manual,22.9,1248,74,5,315000
10731,Mahindra Bolero,Mahindra,Bolero,,,,4,70000,Dealer,Diesel,Manual,15.96,2523,62.1,7,589000
10732,Mercedes-Benz GLA,Mercedes-Benz,GLA,,,,3,16000,Dealer,Diesel,Automatic,17.9,2143,170,5,3150000
10733,Honda BRV,Honda,BRV,,,,4,21616,Dealer,Diesel,Manual,21.9,1498,98.6,7,775000
10734,Mahindra Thar,Mahindra,Thar,New Car (On-Road Price) : Rs.13.87-15.92 Lakh*,1387000,1592000,4,15000,Individual,Diesel,Manual,16.55,2498,105,6,850000
10735,Hyundai EON,Hyundai,EON,,,,4,63119,Individual,Petrol,Manual,20.3,998,68.05,5,300000
10736,Ford Aspire,Ford,Aspire,New Car (On-Road Price) : Rs.6.91-8.75 Lakh*,691000,875000,5,19543,Individual,Petrol,Manual,18.16,1196,86.8,5,475000
10737,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.57-12.56 Lakh*,757000,1256000,3,25000,Dealer,Petrol,Manual,18.6,1197,81.83,5,599000
10738,Maruti Ertiga,Maruti,Ertiga,New Car (On-Road Price) : Rs.8.69-12.08 Lakh*,869000,1208000,4,40000,Individual,Petrol,Manual,17.5,1373,91.1,7,820000
10739,Renault Duster,Renault,Duster,,,,4,100000,Individual,Diesel,Manual,19.87,1461,83.8,5,700000
10740,Hyundai i10,Hyundai,i10,,,,6,15000,Individual,Petrol,Manual,19.81,1086,68.05,5,330000
10741,Hyundai EON,Hyundai,EON,,,,4,35000,Individual,Petrol,Manual,21.1,814,55.2,5,400000
10742,Maruti SX4,Maruti,SX4,,,,4,45000,Dealer,Diesel,Manual,22.7,1598,118,5,860000
10743,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.6.55-8.18 Lakh*,655000,818000,9,23207,Dealer,Petrol,Manual,15.6,1196,70,5,220000
10744,Maruti Ignis,Maruti,Ignis,New Car (On-Road Price) : Rs.5.72-8.42 Lakh*,572000,842000,4,15000,Dealer,Petrol,Manual,20.89,1197,81.8,5,575000
10745,Maruti Swift,Maruti,Swift,,,,7,44235,Dealer,Diesel,Manual,25.2,1248,74,5,410000
10746,Maruti Swift Dzire,Maruti,Swift Dzire,,,,5,57102,Dealer,Diesel,Manual,23.4,1248,74,5,675000
10747,Maruti Ertiga,Maruti,Ertiga,,,,5,46000,Dealer,Diesel,Manual,24.52,1248,88.5,7,640000
10748,Maruti Swift Dzire,Maruti,Swift Dzire,,,,5,67004,Dealer,Diesel,Manual,19.3,1248,73.9,5,585000
10749,Jeep Compass,Jeep,Compass,New Car (On-Road Price) : Rs.21.68-32.67 Lakh*,2168000,3267000,2,10000,Individual,Diesel,Manual,17.1,1956,170,5,1699000
10750,Maruti Ritz,Maruti,Ritz,,,,9,23000,Individual,Petrol,Manual,18.5,1197,85.8,5,270000
10751,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.26-7.01 Lakh*,526000,701000,14,70000,Individual,Petrol,Manual,18.9,1061,67,5,125000
10752,Nissan Micra,Nissan,Micra,,,,2,15000,Individual,Petrol,Automatic,19.34,1198,76,5,500000
10753,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.16.21-22.76 Lakh*,1621000,2276000,5,60000,Individual,Diesel,Automatic,16,2179,140,7,1200000
10754,Skoda Rapid,Skoda,Rapid,,,,6,70000,Individual,Diesel,Manual,21.14,1498,103.52,5,450000
10755,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.52-5.99 Lakh*,352000,599000,5,15000,Individual,Petrol,Manual,23.01,999,67,5,370000
10756,Ford Ecosport,Ford,Ecosport,,,,6,75000,Dealer,Diesel,Manual,21.7,1498,98.96,5,575000
10757,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.6.87-10.23 Lakh*,687000,1023000,7,50340,Dealer,Petrol,Manual,19.1,1197,85.8,5,540000
10758,Maruti Ciaz,Maruti,Ciaz,,,,5,34000,Dealer,Diesel,Manual,28.09,1248,88.5,5,575000
10759,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.8.92-9.44 Lakh*,892000,944000,11,56000,Dealer,Diesel,Manual,20,1399,68.05,5,325000
10760,Maruti Versa,Maruti,Versa,,,,17,70000,Individual,Petrol,Manual,11.3,1298,83.1,8,150000
10761,Nissan Sunny,Nissan,Sunny,,,,5,30030,Dealer,Petrol,Automatic,17.97,1498,99.6,5,550000
10762,Maruti Ertiga,Maruti,Ertiga,,,,4,62000,Dealer,Diesel,Manual,24.52,1248,88.5,7,795000
10763,Chevrolet Enjoy,Chevrolet,Enjoy,,,,8,52000,Dealer,Diesel,Manual,18.2,1248,73.8,7,270000
10764,Honda WR-V,Honda,WR-V,New Car (On-Road Price) : Rs.11.38-13.33 Lakh*,1138000,1333000,4,86300,Dealer,Diesel,Manual,25.5,1498,98.6,5,800000
10765,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.24-9.06 Lakh*,624000,906000,3,13600,Individual,Petrol,Manual,22,1197,81.8,5,565000
10766,Maruti Alto,Maruti,Alto,,,,3,20000,Individual,Petrol,Manual,23.95,998,67.05,5,310000
10767,Maruti Alto,Maruti,Alto,,,,6,28882,Dealer,Petrol,Manual,23.95,998,67.05,5,310000
10768,Tata Safari,Tata,Safari,New Car (On-Road Price) : Rs.14.85-21.41 Lakh*,1485000,2141000,8,60000,Individual,Diesel,Manual,11.57,2179,138.1,7,350000
10769,Maruti Swift Dzire,Maruti,Swift Dzire,,,,8,80000,Individual,Diesel,Manual,23.4,1248,74,5,390000
10770,Skoda Fabia,Skoda,Fabia,,,,10,138938,Dealer,Diesel,Manual,19.4,1422,70,5,260000
10771,Maruti Swift Dzire,Maruti,Swift Dzire,,,,4,110000,Individual,Diesel,Manual,28.4,1248,74.02,5,670000
10772,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.81-6.20 Lakh*,381000,620000,3,38000,Dealer,Petrol,Manual,25.17,799,53.3,5,345000
10773,Maruti Alto,Maruti,Alto,,,,3,15000,Individual,Petrol,Manual,24.7,796,47.3,5,265000
10774,Maruti Ertiga,Maruti,Ertiga,New Car (On-Road Price) : Rs.8.55-11.67 Lakh*,855000,1167000,9,57000,Individual,Petrol,Manual,16.02,1373,93.7,7,439000
10775,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.6.70-10.27 Lakh*,670000,1027000,1,3600,Individual,Petrol,Manual,21.01,1197,81.8,5,700000
10776,Maruti Esteem,Maruti,Esteem,,,,16,28028,Dealer,CNG,Manual,15.9,1298,85,5,150000
10777,Maruti Swift,Maruti,Swift,,,,7,78000,Individual,Diesel,Manual,25.2,1248,74,5,550000
10778,Mahindra TUV,Mahindra,TUV,,,,4,41000,Dealer,Diesel,Manual,18.49,1493,100,7,840000
10779,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.11.90-20.10 Lakh*,1190000,2010000,2,15000,Individual,Diesel,Manual,22.1,1396,88.7,5,1050000
10780,Hyundai Xcent,Hyundai,Xcent,,,,5,64731,Dealer,Diesel,Manual,24.4,1120,71,5,495000
10781,Honda Jazz,Honda,Jazz,,,,4,31000,Dealer,Petrol,Manual,18.7,1199,88.7,5,489000
10782,Maruti Swift,Maruti,Swift,,,,3,48000,Individual,Diesel,Manual,28.4,1248,74,5,600000
10783,Honda Jazz,Honda,Jazz,New Car (On-Road Price) : Rs.8.80-11.30 Lakh*,880000,1130000,2,4065,Dealer,Petrol,Manual,18.7,1199,88.7,5,810000
10784,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.5.23-6.56 Lakh*,523000,656000,2,20000,Dealer,Petrol,Automatic,23.1,998,67.04,5,565000
10785,Hyundai i20,Hyundai,i20,,,,9,63817,Dealer,Diesel,Manual,21.27,1396,88.76,5,515000
10786,Tata Nano,Tata,Nano,,,,11,80000,Individual,Petrol,Manual,26,624,35,4,30000
10787,Maruti Alto,Maruti,Alto,,,,9,40000,Individual,Petrol,Manual,19.7,796,46.3,5,170000
10788,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.17-6.89 Lakh*,517000,689000,7,36000,Dealer,Petrol,Manual,21.79,998,67.05,5,310000
10789,Hyundai Xcent,Hyundai,Xcent,,,,7,16000,Dealer,Petrol,Automatic,16.9,1197,81.86,5,575000
10790,Toyota Corolla,Toyota,Corolla,,,,5,150000,Individual,Diesel,Manual,21.43,1364,87.2,5,1000000
10791,Maruti Zen,Maruti,Zen,,,,9,40100,Individual,Petrol,Manual,19,998,67.1,5,180000
10792,Maruti SX4,Maruti,SX4,,,,5,42685,Dealer,Diesel,Manual,22.7,1598,118,5,560000
10793,Maruti Vitara,Maruti,Vitara,,,,4,34000,Dealer,Diesel,Manual,24.3,1248,88.5,5,650000
10794,Honda Brio,Honda,Brio,,,,9,38000,Dealer,Petrol,Manual,19.4,1198,86.8,5,270000
10795,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.11.93-20.13 Lakh*,1193000,2013000,3,80000,Individual,Diesel,Manual,21.38,1396,88.7,5,910000
10796,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.10-15.60 Lakh*,1010000,1560000,10,50000,Individual,Petrol,Manual,17.01,1591,121.3,5,170000
10797,Mahindra KUV100,Mahindra,KUV100,,,,3,23000,Individual,Diesel,Manual,25.32,1198,77,6,710000
10798,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.14.86-19.09 Lakh*,1486000,1909000,8,180000,Individual,Diesel,Manual,12.05,2179,120,7,450000
10799,Maruti Swift,Maruti,Swift,,,,8,41000,Dealer,Petrol,Manual,18.6,1197,85.8,5,330000
10800,Hyundai Grand,Hyundai,Grand,,,,4,12000,Dealer,Petrol,Manual,18.9,1197,81.86,5,445000
10801,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.56-12.55 Lakh*,756000,1255000,6,30000,Individual,Petrol,Manual,18.6,1197,81.83,5,650000
10802,Maruti Swift,Maruti,Swift,New Car (On-Road Price) : Rs.6.37-9.24 Lakh*,637000,924000,7,42120,Dealer,Petrol,Manual,18.6,1197,85.8,5,470000
10803,BMW 6,BMW,6,New Car (On-Road Price) : Rs.73.17 Lakh*,7317000,7317000,3,12500,Individual,Petrol,Automatic,14.28,1998,258,4,5200000
10804,Maruti Baleno,Maruti,Baleno,,,,3,20000,Individual,Diesel,Manual,27.39,1248,74,5,750000
10805,Honda Brio,Honda,Brio,,,,9,38361,Dealer,Petrol,Manual,18.5,1198,86.8,5,275000
10806,Toyota Etios,Toyota,Etios,,,,10,77796,Dealer,Petrol,Manual,17.6,1496,88.73,5,375000
10807,Renault Duster,Renault,Duster,,,,5,80000,Individual,Diesel,Manual,19.6,1461,108.45,5,640000
10808,Hyundai i20,Hyundai,i20,,,,3,25000,Individual,Petrol,Manual,17.19,1197,81.86,5,750000
10809,Renault Duster,Renault,Duster,,,,9,130000,Individual,Diesel,Manual,20.46,1461,83.8,5,440000
10810,Maruti Swift Dzire,Maruti,Swift Dzire,,,,5,100000,Individual,Diesel,Manual,26.59,1248,74,5,450000
10811,Hyundai EON,Hyundai,EON,,,,6,42000,Dealer,Petrol,Manual,21.1,814,55.2,5,275000
10812,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.14.86-19.29 Lakh*,1486000,1929000,7,15000,Individual,Diesel,Manual,14,2523,75,8,900000
10813,Volkswagen Vento,Volkswagen,Vento,New Car (On-Road Price) : Rs.10.40-16.74 Lakh*,1040000,1674000,2,4000,Dealer,Petrol,Automatic,18.19,1197,103.2,5,1250000
10814,Hyundai Xcent,Hyundai,Xcent,,,,3,15000,Individual,Petrol,Manual,20.14,1197,81.86,5,570000
10815,Audi A6,Audi,A6,,,,8,59654,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1449000
10816,Toyota Etios,Toyota,Etios,,,,8,110000,Individual,Diesel,Manual,23.59,1364,67.04,5,325000
10817,Honda City,Honda,City,New Car (On-Road Price) : Rs.14.55-17.23 Lakh*,1455000,1723000,7,146781,Dealer,Diesel,Manual,26,1498,98.6,5,575000
10818,Hyundai i10,Hyundai,i10,,,,4,32000,Individual,Petrol,Manual,19.81,1086,68.05,5,410000
10819,BMW 5,BMW,5,New Car (On-Road Price) : Rs.62.22-68.30 Lakh*,6222000,6830000,13,50000,Dealer,Petrol,Automatic,10.8,2497,215,5,790000
10820,Datsun RediGO,Datsun,RediGO,New Car (On-Road Price) : Rs.3.42-5.60 Lakh*,342000,560000,4,13000,Individual,Petrol,Manual,22.7,799,53.64,5,215000
10821,Tata Sumo,Tata,Sumo,,,,5,50000,Individual,Diesel,Manual,15.3,2956,83.83,7,575000
10822,Maruti Ertiga,Maruti,Ertiga,New Car (On-Road Price) : Rs.8.78-12.10 Lakh*,878000,1210000,5,50000,Individual,Petrol,Manual,17.5,1373,91.1,7,700000
10823,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.26-16.29 Lakh*,1226000,1629000,7,47000,Dealer,Petrol,Manual,16.8,1497,116.3,5,510000
10824,Hyundai i10,Hyundai,i10,,,,11,45415,Individual,Petrol,Manual,19.81,1086,68.05,5,195000
10825,Hyundai Xcent,Hyundai,Xcent,,,,5,72077,Individual,Diesel,Manual,24.4,1120,71,5,500000
10826,Honda City,Honda,City,New Car (On-Road Price) : Rs.14.55-17.23 Lakh*,1455000,1723000,7,58719,Dealer,Diesel,Manual,26,1498,98.6,5,670000
10827,Maruti Swift Dzire,Maruti,Swift Dzire,,,,4,21000,Individual,Diesel,Manual,28.4,1248,74.02,5,650000
10828,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.81-6.20 Lakh*,381000,620000,2,4269,Dealer,Petrol,Automatic,24.04,999,67,5,415000
10829,Honda City,Honda,City,,,,2,57000,Dealer,Petrol,Manual,17.4,1497,117.6,5,1060000
10830,Honda City,Honda,City,New Car (On-Road Price) : Rs.13.91-16.51 Lakh*,1391000,1651000,3,28000,Dealer,Diesel,Manual,26,1498,98.6,5,899000
10831,Chevrolet Beat,Chevrolet,Beat,,,,8,62000,Dealer,Diesel,Manual,25.44,936,57.6,5,260000
10832,Skoda Superb,Skoda,Superb,,,,4,30000,Dealer,Petrol,Automatic,14.67,1798,177.46,5,1960000
10833,Toyota Innova,Toyota,Innova,New Car (On-Road Price) : Rs.19.33-28.13 Lakh*,1933000,2813000,4,70000,Individual,Diesel,Manual,13.68,2393,147.8,8,1380000
10834,Tata Tiago,Tata,Tiago,,,,4,33000,Dealer,Diesel,Manual,27.28,1047,69,5,495000
10835,Renault Duster,Renault,Duster,,,,7,120000,Individual,Diesel,Manual,19.01,1461,108.45,5,500000
10836,Hyundai i10,Hyundai,i10,,,,10,75000,Dealer,Petrol,Manual,19.81,1086,68.05,5,225000
10837,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.5.12-6.43 Lakh*,512000,643000,4,39000,Dealer,Petrol,Automatic,23.1,998,67.04,5,425000
10838,Tata Indica,Tata,Indica,,,,10,200000,Individual,Diesel,Manual,17.2,1396,53.5,5,220000
10839,Ford Fiesta,Ford,Fiesta,,,,10,99600,Dealer,Diesel,Manual,17.8,1399,67,5,270000
10840,BMW 3,BMW,3,New Car (On-Road Price) : Rs.51.48-58.06 Lakh*,5148000,5806000,11,83001,Dealer,Diesel,Automatic,16.07,1995,181,5,1175000
10841,Ford Fiesta,Ford,Fiesta,,,,10,50000,Individual,Diesel,Manual,17.8,1399,67,5,310000
10842,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.12.41-17.49 Lakh*,1241000,1749000,8,120000,Individual,Diesel,Manual,22.32,1582,126.3,5,375000
10843,Hyundai Grand,Hyundai,Grand,,,,6,77425,Dealer,Diesel,Manual,24,1120,70,5,380000
10844,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.8.85-10.34 Lakh*,885000,1034000,1,15000,Individual,Diesel,Manual,21,1498,74.96,7,650000
10845,Toyota Innova,Toyota,Innova,New Car (On-Road Price) : Rs.19.33-28.13 Lakh*,1933000,2813000,4,40000,Individual,Diesel,Manual,13.68,2393,147.8,7,2000000
10846,Hyundai EON,Hyundai,EON,,,,7,25000,Individual,Petrol,Manual,21.1,814,55.2,5,230000
10847,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.9.63-11.19 Lakh*,963000,1119000,15,120000,Individual,Diesel,Manual,13.6,2523,63,7,255000
10848,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.6.58-10.09 Lakh*,658000,1009000,3,31000,Dealer,Petrol,Manual,21.4,1197,83.1,5,630000
10849,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.6.58-10.72 Lakh*,658000,1072000,8,68000,Dealer,Petrol,Manual,16.47,1198,73.9,5,359000
10850,BMW 7,BMW,7,,,,3,19000,Dealer,Diesel,Automatic,17.66,2993,355.37,4,8500000
10851,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.98-6.48 Lakh*,398000,648000,5,28842,Dealer,Petrol,Manual,25.17,799,53.3,5,350000
10852,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.6.15-6.22 Lakh*,615000,622000,3,60000,Individual,CNG,Manual,26.6,998,58.16,5,355000
10853,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.26-16.29 Lakh*,1226000,1629000,5,60060,Dealer,Petrol,Manual,17.8,1497,117.3,5,675000
10854,Honda Brio,Honda,Brio,,,,6,29444,Dealer,Petrol,Manual,19.4,1198,86.8,5,400000
10855,Maruti Wagon R,Maruti,Wagon R,,,,11,80000,Individual,LPG,Manual,26.2,998,58.2,5,220000
10856,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.26-16.29 Lakh*,1226000,1629000,4,14000,Dealer,Petrol,Manual,17.4,1497,117.6,5,875000
10857,Hyundai Grand,Hyundai,Grand,,,,3,23000,Individual,Diesel,Manual,24,1186,73.97,5,540000
10858,Maruti Swift Dzire,Maruti,Swift Dzire,,,,5,84000,Individual,Diesel,Manual,26.59,1248,74,5,500000
10859,Hyundai Santro,Hyundai,Santro,,,,13,38500,Dealer,Petrol,Manual,17.92,1086,62.1,5,129000
10860,Toyota Fortuner,Toyota,Fortuner,New Car (On-Road Price) : Rs.36.20-41.84 Lakh*,3620000,4184000,9,70000,Dealer,Diesel,Manual,11.5,2982,171,7,1399000
10861,Toyota Fortuner,Toyota,Fortuner,New Car (On-Road Price) : Rs.36.20-41.84 Lakh*,3620000,4184000,8,140305,Dealer,Diesel,Manual,11.5,2982,171,7,1375000
10862,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.01-7.37 Lakh*,701000,737000,6,35000,Dealer,Petrol,Automatic,18.9,1197,82,5,515000
10863,Hyundai i10,Hyundai,i10,,,,13,55000,Individual,Petrol,Manual,19.81,1086,68.05,5,100000
10864,Maruti Swift Dzire,Maruti,Swift Dzire,,,,4,35000,Individual,Diesel,Manual,28.4,1248,74.02,5,615000
10865,Honda Brio,Honda,Brio,,,,8,63138,Dealer,Petrol,Manual,19.4,1198,86.8,5,340000
10866,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.8.75-9.25 Lakh*,875000,925000,9,50000,Individual,Diesel,Manual,20,1399,68,5,240000
10867,Mitsubishi Pajero,Mitsubishi,Pajero,,,,6,59000,Dealer,Diesel,Automatic,13.5,2477,175.56,7,1399000
10868,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.8.48-11.07 Lakh*,848000,1107000,7,45000,Dealer,Diesel,Manual,25.8,1498,98.6,5,372000
10869,BMW Z4,BMW,Z4,New Car (On-Road Price) : Rs.74.38-90.86 Lakh*,7438000,9086000,6,27000,Dealer,Petrol,Automatic,10.37,2979,301.72,2,3999000
10870,Maruti Alto,Maruti,Alto,,,,11,20000,Individual,Petrol,Manual,19.7,796,46.3,5,150000
10871,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.12.41-17.49 Lakh*,1241000,1749000,9,85000,Dealer,Diesel,Manual,22.32,1582,126.32,5,450000
10872,Mahindra TUV,Mahindra,TUV,,,,2,50000,Individual,Diesel,Manual,18.49,1493,100,7,800000
10873,Maruti Ertiga,Maruti,Ertiga,,,,8,90000,Individual,Petrol,Manual,16.02,1373,93.7,7,500000
10874,Audi Q3,Audi,Q3,,,,8,70000,Individual,Diesel,Automatic,15.73,1968,174.33,5,1300000
10875,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.58-12.57 Lakh*,758000,1257000,2,30000,Individual,Petrol,Manual,18.6,1197,81.86,5,680000
10876,Hyundai Grand,Hyundai,Grand,,,,1,4350,Individual,Petrol,Manual,20.7,1197,81.86,5,725000
10877,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.10-15.60 Lakh*,1010000,1560000,6,27500,Dealer,Petrol,Manual,17.7,1497,113.42,5,490000
10878,Maruti Alto,Maruti,Alto,,,,9,70000,Individual,Petrol,Manual,19.7,796,46.3,5,170000
10879,Maruti Swift,Maruti,Swift,,,,4,50000,Individual,Diesel,Manual,28.4,1248,74,5,555000
10880,Toyota Innova,Toyota,Innova,New Car (On-Road Price) : Rs.19.33-28.13 Lakh*,1933000,2813000,4,82000,Individual,Diesel,Manual,13.68,2393,147.8,7,1580000
10881,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.9.81-13.25 Lakh*,981000,1325000,3,57000,Individual,Diesel,Manual,23,1498,98.96,5,950000
10882,Mahindra Bolero,Mahindra,Bolero,New Car (On-Road Price) : Rs.8.85-10.34 Lakh*,885000,1034000,3,40000,Individual,Diesel,Manual,15.96,2523,62.1,7,580000
10883,Audi Q5,Audi,Q5,,,,7,62345,Dealer,Petrol,Automatic,11.81,1984,221.3,5,1849000
10884,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.57-12.56 Lakh*,757000,1256000,11,20000,Individual,Petrol,Manual,18.5,1197,80,5,350000
10885,Hyundai EON,Hyundai,EON,,,,8,37510,Dealer,Petrol,Manual,21.1,814,55.2,5,272000
10886,Hyundai Xcent,Hyundai,Xcent,,,,7,50000,Dealer,Diesel,Manual,24.4,1120,71,5,400000
10887,Maruti Alto,Maruti,Alto,,,,12,110000,Individual,Petrol,Manual,19.7,796,46.3,5,110000
10888,Maruti Swift Dzire,Maruti,Swift Dzire,,,,10,65000,Dealer,Diesel,Manual,19.3,1248,73.9,5,320000
10889,Honda BR-V,Honda,BR-V,,,,5,30000,Individual,Petrol,Automatic,16,1497,117.3,7,825000
10890,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.7.70-13.00 Lakh*,770000,1300000,11,25000,Individual,Petrol,Manual,18.5,1197,80,5,370000
10891,Toyota Innova,Toyota,Innova,,,,6,82000,Dealer,Diesel,Manual,12.99,2494,100.6,8,946000
10892,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.14.86-19.29 Lakh*,1486000,1929000,10,205000,Individual,Diesel,Automatic,11.79,2179,120,8,460000
10893,Audi Q5,Audi,Q5,,,,7,35000,Dealer,Diesel,Automatic,14.16,1968,174.3,5,2415000
10894,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.14.80-19.22 Lakh*,1480000,1922000,8,110000,Individual,Diesel,Automatic,11.79,2179,120,8,550000
10895,Honda Accord,Honda,Accord,,,,16,100000,Individual,Petrol,Automatic,9,2997,218,5,100000
10896,Hyundai EON,Hyundai,EON,,,,9,75000,Individual,Petrol,Manual,21.1,814,55.2,5,220000
10897,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.6.84-7.22 Lakh*,684000,722000,2,25000,Individual,Petrol,Manual,18.9,1197,81.86,5,550000
10898,Maruti Swift Dzire,Maruti,Swift Dzire,,,,10,35955,Dealer,Petrol,Manual,17.5,1298,85.8,5,350000
10899,Tata Zest,Tata,Zest,,,,5,130000,Individual,Diesel,Automatic,21.58,1248,88.7,5,435000
