number of adults,number of children,number of weekend nights,number of week nights,car parking space,lead time,average price,special requests,booking_status,Meal Plan 1,Meal Plan 2,Meal Plan 3,Not Selected,Room_Type 1,Room_Type 2,Room_Type 3,Room_Type 4,Room_Type 5,Room_Type 6,Room_Type 7,Aviation,Complementary,Corporate,Offline,Online
1,0,0,1,0,2,67.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,68,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,19,90.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,4,0,177,76.5,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,265,115.0,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0,45,86.4,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,47,93.6,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,17,67.76,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,2,6,0,148,113.69,3,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,13,96.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,6,166.0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,2,0,37,75.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,1,79.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,56,120.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,1,2,0,48,159.3,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,2,0,161,130.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,46,86.4,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,17,111.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,12,130.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,2,2,2,0,111,196.35,1,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,2,1,0,89,116.1,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,8,85.57,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,1,2,0,11,153.0,1,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,4,0,28,100.7,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,2,0,2,0,28,231.0,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,0,3,0,63,118.8,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,0,0,0,77.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,1,1,0,61,89.75,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,2,5,0,122,140.27,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,3,0,290,73.95,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,118,99.45,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,26,104.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,4,0,13,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,0,2,1,0,109,77.03,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,145,90.95,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,141,116.62,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,2,2,0,34,67.5,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,138,94.5,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,273,87.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,10,129.0,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,135,90.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,0,2,0,51,152.1,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,65,85.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,154,80.75,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,32,85.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,58,88.0,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,386,115.0,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,2,2,0,163,100.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,5,0,106,135.9,2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,4,0,275,90.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,25,108.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,16,79.0,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,68,121.5,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,28,113.79,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,2,0,0,2,99.0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,0,1,2,0,35,129.87,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,2,1,0,122,86.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,2,0,8,108.33,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,171,106.13,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,2,0,102,109.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,273,106.2,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,35,114.0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,1,0,179,96.3,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,21,119.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,40,62.8,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,19,91.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,204,76.5,3,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,10,80.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,0,0.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2,0,1,2,0,35,126.9,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,55,104.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,207,161.67,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,19,48.67,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,3,0,44,75.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,23,140.9,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,5,0,116,57.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,4,159.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,2,1,1,1,41,189.9,3,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,0,2,1,0,158,69.92,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,78,60.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,75,12.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,23,109.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,2,162.47,2,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,1,2,4,0,61,121.5,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,0,4,0,57,130.05,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,2,0,74,101.5,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,36,116.1,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,82,89.25,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,185,81.77,2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,164,100.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,150,101.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,1,53,183.5,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,1,0,33,51.97,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,0,109.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,189,109.8,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,4,0,190,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,112,100.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,2,2,0,82,112.96,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,0,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,1,0,1,0,82,181.7,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,2,0,14,91.0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,103,80.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,2,0,0,95,90.0,2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,87,80.75,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,98,109.81,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,28,110.0,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,1,156,103.5,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0,2,2,3,0,216,83.83,3,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,147,130.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,37,105.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,62,115.04,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,2,0,86,105.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,74,93.6,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,64,114.33,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,2,0,63,97.2,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,2,124.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,1,2,3,0,68,109.65,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,47,99.9,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,61,145.4,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,1,0,58,125.1,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,41,65.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,266,75.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,84,73.95,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,210,72.75,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,0,4,0,24,60.75,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,212,78.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,74,109.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,173,94.5,1,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,181,120.0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,418,107.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,129,80.75,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,2,0,47,124.1,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,3,0,25,93.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,5,0,150,96.9,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,120.0,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,5,0,71,137.53,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,4,0,94,132.6,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,2,1,0,1,60.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,16,129.33,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,2,0,150,96.3,3,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,77.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,1,1,3,0,192,114.75,2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,4,0,32,113.4,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,32,78.3,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,21,107.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,30,140.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,2,0.0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2,0,0,4,0,36,60.29,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,26,119.0,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,149,80.75,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,10,85.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,2,79.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,18,120.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,23,98.4,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,52,80.75,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,192,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,5,0,230,137.0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,2,2,0,163,100.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,53,79.2,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,30,121.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,3,0,25,129.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,5,94.5,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,2,2,0,111,88.4,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,78,105.3,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,7,0,82,149.4,3,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,5,0,42,81.73,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,4,0,134,136.0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,2,0,265,115.0,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,21,131.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,4,0,56,60.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,11,143.86,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,90,149.4,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,1,0,19,148.0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,6,0,35,114.98,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,3,8,0,5,95.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,2,1,0,93,115.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,26,65.52,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,45.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,219,108.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,113,85.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1,0,2,0,42,85.05,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,102,109.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,172,96.3,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,57,90.67,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,1,89.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,145,80.75,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,42,60.0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,2,1,1,62,126.4,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,18,85.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,67,127.8,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,2,0,22,133.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,56,78.3,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,102,109.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,0,4,0,122,139.95,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,4,0,231,115.2,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,2,0,2,0,130,110.7,1,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,4,0,138,145.2,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,3,0,128,96.05,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,145,114.3,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,61,78.25,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,3,6,0,314,68.66,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3,0,0,2,0,3,185.57,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0,3,0,34,224.67,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,105,75.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,3,0,210,68.0,0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,4,0,26,99.17,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,4,0,12,125.8,1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,16,129.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,1,3,0,74,139.95,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,2,1,0,3,76.5,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,96,120.15,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,159,94.25,2,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,140,112.5,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,130,116.1,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,6,120.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,377,115.0,1,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,0,97.0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,16,90.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,6,0.0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,1,10,90.0,2,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,10,87.01,1,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,4,0,55,74.8,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,39,72.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,47,65.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0,2,1,0,79,102.6,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,55,86.4,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,30,140.0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,198,90.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,11,69.6,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,92,77.6,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,66,75.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,171,76.08,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,0,67.5,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3,0,2,1,0,7,177.0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,2,0,81,95.2,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,4,0,36,88.4,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,0,40,75.6,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,1,2,0,95,151.2,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,3,0,17,95.0,1,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,108,121.37,0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,3,0,78,122.1,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,2,6,0,12,92.63,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,34,99.3,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,152,114.3,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,15,79.0,0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,13,72.22,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,4,0,190,90.65,2,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,2,1,0,97,79.8,1,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,131,94.5,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,0,1,0,20,127.0,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,27,141.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,3,0,7,66.22,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,418,75.0,0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,124,118.8,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,0,0,2,0,273,109.0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0,3,123.5,2,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
